"_","Id","GT_ShopCode__c","Name","Address","PostalCode","Address.city","Address.country","Address.geocodeAccuracy","Address.latitude","Address.longitude","Address.postalCode","Address.state","Address.street"
"[ServiceTerritory]","0Hh670000004LskCAE","152","MAIRENA DEL ALCOR","[object Object]","41510","MAIRENA DEL ALCOR","Spain","Address","37.37156","-5.75732","41510","ES","C CERVANTES, 8 - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LwcCAE","FC4","TARREGA","[object Object]","25300","TARREGA","Spain","Address","41.64903","1.14025","25300","ES","C SANT PELEGRI, 7 - OPTICA SOLA TARREGA - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LvjCAE","FB9","LOS PALACIOS Y VILLAFRANCA","[object Object]","41720","LOS PALACIOS Y VILLAFRANCA","Spain","Address","37.16091","-5.92224","41720","ES","C RAFAEL ALBERTI, 35 - ORTOPEDIA GERARDO LEON - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LtsCAE","AB2","NULES","[object Object]","12520","NULES","Spain","Block","39.852742","-0.157575","12520","ES","C GILABERTO CENTELLES, 47 - C. VALENCIANA"
"[ServiceTerritory]","0Hh670000004LwrCAE","B1A","VELEZ-RUBIO","[object Object]","04820","VELEZ-RUBIO","Spain","Address","37.64672","-2.07466","04820","ES","C Puertas de San Nicolas, 2 - OPTICA SUAREZ - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LvyCAE","C59","PREMIA DE MAR","[object Object]","08330","PREMIA DE MAR","Spain","Block","41.492597","2.356223","08330","ES","C MOSSÈN JACINT VERDAGUER, 51 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LspCAE","B6E","CUELLAR","[object Object]","40200","CUELLAR","Spain","Address","41.39866","-4.31177","40200","ES","CL DIEGO VELAZQUEZ, 1, BAJO - ESQ CL CHORRETONES, 8 - CASTILLA Y LEON"
"[ServiceTerritory]","0Hh670000004LtJCAU","A5A","OSUNA","[object Object]","41640","OSUNA","Spain","Address","37.23293","-5.0984","41640","ES","CL LECHIN, 10, PLANTA BAJA - ESQ. CL HOJIBLANCA - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LwNCAU","C54","MANCHA REAL","[object Object]","23100","MANCHA REAL","Spain","Address","37.78615","-3.61098","23100","ES","C MAESTRA, 94 - EUROVISION OPTICOS MANCHA REAL - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LwOCAU","AC1","TAFALLA - RECOLETAS","[object Object]","31300","TAFALLA","Spain","Address","42.52618","-1.67539","31300","ES","C RECOLETAS, 1 - NAVARRA"
"[ServiceTerritory]","0Hh670000004LvACAU","A5E","PUENTE GENIL","[object Object]","14500","PUENTE GENIL","Spain","Street","37.392168","-4.769333","14500","ES","C PAREJO Y CAÑERO, S/N - CLÍNICA PAREJO Y CAÑERO - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LszCAE","115","TORREVIEJA - RAMON GALLUD 2","[object Object]","03181","TORREVIEJA","Spain","Address","37.977","-0.6853","03181","ES","C RAMON GALLUD, 9 - C. VALENCIANA"
"[ServiceTerritory]","0Hh670000004LwICAU","B60","CARTAYA","[object Object]","21450","CARTAYA","Spain","Street","37.28773","-7.151065","21450","ES","C LA PLAZA, 8 - OPTICA MORA - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LtYCAU","BFF","SANTISTEBAN DEL PUERTO","[object Object]","23250","SANTISTEBAN DEL PUERTO","Spain","Block","38.250778","-3.204308","23250","ES","AVDA ANDALUCIA, 38 - CENTRO OPTICO GUDALIMAR - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LwXCAU","AB9","PUNTA UMBRIA","[object Object]","21100","PUNTA UMBRIA","Spain","Address","37.17944","-6.96792","21100","ES","AVDA ANDALUCIA, 29 - FARMACIA OPTICA JOSE CARLOS MACIAS - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LuMCAU","158","MOLLERUSSA","[object Object]","25230","MOLLERUSSA","Spain","Address","41.62997","0.89533","25230","ES","C FERRER I BUSQUETS, 80 - Altillo - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LDhCAM","139","BARCELONA - DE FABRA I PUIG","[object Object]","08016","BARCELONA","Spain","Block","41.430347","2.1775","08016","ES","PS DE FABRA I PUIG, 220 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LMoCAM","109","PORTUGALETE - GREGORIO UZQUIANO","[object Object]","48920","PORTUGALETE","Spain","Address","43.31837","-3.02162","48920","ES","C GREGORIO UZQUIANO, 24 - PAIS VASCO"
"[ServiceTerritory]","0Hh670000004Lc8CAE","8E7","DEUSTO","[object Object]","48014","BILBAO","Spain","Block","43.271822","-2.947295","48014","ES","C LEHENDAKARI AGUIRRE, 19 - PAIS VASCO"
"[ServiceTerritory]","0Hh670000004LcNCAU","8E4","VILLENA","[object Object]","03400","VILLENA","Spain","Address","38.63188","-0.86501","03400","ES","C JOAQUIN MARIA LOPEZ, 18 BAJO - C. VALENCIANA"
"[ServiceTerritory]","0Hh670000004LVvCAM","004","SANTIAGO - REPUBLICA DEL SALVADOR","[object Object]","15702","SANTIAGO DE COMPOSTELA","Spain","Block","42.874634","-8.545305","15702","ES","C REPUBLICA DE EL SALVADOR, 4 - GALICIA"
"[ServiceTerritory]","0Hh670000004L9BCAU","C39","SALOU","[object Object]","43840","SALOU","Spain","Block","41.0762","1.131686","43840","ES","C BARCELONA, 1 - OPTICA PORT SALOU - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LkRCAU","818","MURCIA - LIBERTAD","[object Object]","30009","MURCIA","Spain","Block","37.989808","-1.133389","30009","ES","AV LIBERTAD, 7 - MURCIA"
"[ServiceTerritory]","0Hh670000004L8wCAE","C36","XINZO DE LIMIA","[object Object]","32630","XINZO DE LIMIA","Spain","Block","42.061903","-7.725488","32630","ES","C DOS DE MAYO, 10 - CENTO OPTICO LOSADA - GALICIA"
"[ServiceTerritory]","0Hh670000004L38CAE","FCE","OÑATI","[object Object]","20560","OÑATI","Spain","Block","43.03198","-2.411594","20560","ES","KALE BARRIA, 29 - PLAZAOLA OPTIKA - PAIS VASCO"
"[ServiceTerritory]","0Hh670000004LQlCAM","94E","EL EJIDO","[object Object]","04700","EL EJIDO","Spain","Address","36.76829","-2.80302","04700","ES","C JUAN CARLOS I, 38 LOCAL - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LhrCAE","216","CIUDAD REAL","[object Object]","13001","CIUDAD REAL","Spain","Address","38.98366","-3.92973","13001","ES","C ALARCOS, 6 - CASTILLA LA MANCHA"
"[ServiceTerritory]","0Hh670000004LhsCAE","212","EL VENDRELL","[object Object]","43700","EL VENDRELL","Spain","Address","41.22068","1.53593","43700","ES","C PRAT DE LA RIBA, 7 (ESQ. C L'ORIENT) - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LhtCAE","C47","HARO","[object Object]","26200","HARO","Spain","Address","42.57516","-2.85082","26200","ES","C ITALIA, 6 - LA RIOJA"
"[ServiceTerritory]","0Hh670000004L8rCAE","C3D","MONZON","[object Object]","22400","MONZON","Spain","Address","41.9109","0.19453","22400","ES","C SANTA BARBARA, 40 - OPTICA CAMPO - ARAGON"
"[ServiceTerritory]","0Hh670000004LWeCAM","A28","VILLARROBLEDO","[object Object]","02600","VILLARROBLEDO","Spain","Address","39.26747","-2.60391","02600","ES","C DON PEDRO, 3 - CASTILLA LA MANCHA"
"[ServiceTerritory]","0Hh670000004Lb0CAE","045","GIRONA","[object Object]","17002","GIRONA","Spain","Address","41.97879","2.81943","17002","ES","C BISBE LORENZANA, 38 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LQgCAM","AE3","SABADELL - RAMBLA","[object Object]","08201","SABADELL","Spain","Block","41.549827","2.09799","08201","ES","C RAMBLA, 38-40 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LQhCAM","080","VALENCIA - JUSTICIA","[object Object]","46003","VALENCIA","Spain","Address","39.47238","-0.36767","46003","ES","C JUSTICIA, 1 BAJOS - C. VALENCIANA"
"[ServiceTerritory]","0Hh670000004LRfCAM","994","PLASENCIA","[object Object]","10600","PLASENCIA","Spain","Address","40.02942","-6.08981","10600","ES","C TALAVERA, 12 - EXTREMADURA"
"[ServiceTerritory]","0Hh670000004Ln6CAE","83C","ALCAÑIZ","[object Object]","44600","ALCAÑIZ","Spain","Block","41.04617","-0.129256","44600","ES","AV ARAGON, 71 BAJO - ARAGON"
"[ServiceTerritory]","0Hh670000004LGHCA2","143","VELEZ-MALAGA - VIVAR TÉLLEZ","[object Object]","29700","VELEZ-MALAGA","Spain","Address","36.77832","-4.10042","29700","ES","AV VIVAR TÉLLEZ,5 - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004L5sCAE","AD8","ORGIVA","[object Object]","18400","ORGIVA","Spain","Address","36.90064","-3.42509","18400","ES","C ANGEL, 22 ESQUINA AVDA GONZALEZ ROBLES - CLINICA ORGIVA - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LHyCAM","156","GANDIA - GERMANIAS 2","[object Object]","46701","GANDIA","Spain","Address","38.96536","-0.18131","46701","ES","PS GERMANIES, 16 - C. VALENCIANA"
"[ServiceTerritory]","0Hh670000004LHzCAM","107","MADRID - MONFORTE DE LEMOS 1","[object Object]","28029","MADRID","Spain","Address","40.47855","-3.70799","28029","ES","AV MONFORTE DE LEMOS, 113, LOCAL A - MADRID"
"[ServiceTerritory]","0Hh670000004LI0CAM","B35","CABRA","[object Object]","14940","CABRA","Spain","Block","37.473332","-4.441951","14940","ES","C REDONDO MARQUES, 18 - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004L46CAE","167","SORIA - MARQUES DE VADILLO","[object Object]","42002","SORIA","Spain","Address","41.76624","-2.48098","42002","ES","C MARQUÉS DE VADILLO, 3 D - OPTICA ORTOPEDIA DR CARRASCOSA SL - CASTILLA Y LEON"
"[ServiceTerritory]","0Hh670000004LUYCA2","905","PALAMOS","[object Object]","17230","PALAMOS","Spain","Block","41.852371","3.130397","17230","ES","AV PRESIDENT LLUIS COMPANYS, 44 BAIXOS - CATALUNYA"
"[ServiceTerritory]","0Hh670000004Lb5CAE","044","BARCELONA - MARAGALL 2","[object Object]","08031","BARCELONA","Spain","Block","41.429355","2.162401","08031","ES","PSO MARAGALL, 412 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004L62CAE","AF5","ALHAURIN DE LA TORRE","[object Object]","29130","ALHAURIN DE LA TORRE","Spain","Address","36.65953","-4.56867","29130","ES","AV REYES CATOLICOS, 109, LOCAL 1 - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LLlCAM","B9B","ALMUÑECAR","[object Object]","18690","ALMUÑECAR","Spain","Address","36.73511","-3.68957","18690","ES","AV ANDALUCIA, 2, LOCAL - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004L83CAE","C2E","LEKEITIO","[object Object]","48280","LEKEITIO","Spain","Block","43.365855","-2.502959","48280","ES","AVDA. PASKUAL ABAROA, 43 - OPTICA CAMPO - PAIS VASCO"
"[ServiceTerritory]","0Hh670000004LOuCAM","AB7","BAZA","[object Object]","18800","BAZA","Spain","Address","37.49171","-2.76865","18800","ES","C PUERTA DE LORCA, 11 LOCAL - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004L33CAE","241","DONOSTIA - SAN SEBASTIAN - J.M.SERT","[object Object]","20018","DONOSTIA-SAN SEBASTIAN","Spain","Address","43.31107","-2.00709","20018","ES","PZ JOSE MARIA SERT, 4 ANTIGUO - MULTIOPTICAS DONOSTIA- ANTIGUO - PAIS VASCO"
"[ServiceTerritory]","0Hh670000004L9fCAE","BF9","LA CARLOTA","[object Object]","14100","LA CARLOTA","Spain","Address","37.67169","-4.93394","14100","ES","AVDA CARLOS III, 73 - OPTICA LA CARLOTA - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LVWCA2","007","ZARAGOZA - SAN MIGUEL","[object Object]","50001","ZARAGOZA","Spain","Address","41.65009","-0.87592","50001","ES","PL SAN MIGUEL, 2 - ARAGON"
"[ServiceTerritory]","0Hh670000004L54CAE","B26","BENIFAIO","[object Object]","46450","BENIFAIO","Spain","Block","39.286902","-0.422857","46450","ES","AVDA CAJA DE AHORROS, 42 - OPTICA TORNEL - C. VALENCIANA"
"[ServiceTerritory]","0Hh670000004LhJCAU","C19","NAVAS DEL MARQUES","[object Object]","05230","LAS NAVAS DEL MARQUES","Spain","Address","40.60233","-4.3347","05230","ES","C ANICETO MARINAS 2 - CASTILLA Y LEON"
"[ServiceTerritory]","0Hh670000004LBqCAM","128","VILANOVA I LA GELTRU","[object Object]","08800","VILANOVA I LA GELTRU","Spain","Block","41.22427","1.7246","08800","ES","RBLA PRINCIPAL, 36 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LfbCAE","87E","AVILA - STA TERESA","[object Object]","05001","AVILA","Spain","Block","40.654656","-4.69606","05001","ES","PL SANTA TERESA 8 - CASTILLA Y LEON"
"[ServiceTerritory]","0Hh670000004LNwCAM","118","GRANADA - DR. OLORIZ","[object Object]","18012","GRANADA","Spain","Address","37.18687","-3.60809","18012","ES","AV DR. OLORIZ, 5 - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LI8CAM","153","JEREZ DE LA FRONTERA - CORREDERA","[object Object]","11402","JEREZ DE LA FRONTERA","Spain","Address","36.68142","-6.13686","11402","ES","C CORREDERA, 10-12 - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LqUCAU","89E","HOSPITALET LLOBREGAT - ENRIC PRAT RIBA","[object Object]","08901","HOSPITALET DEL LLOBREGAT","Spain","Block","41.360381","2.10361","08901","ES","C ENRIC PRAT DE LA RIBA, 248 TDA 2 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LGbCAM","9D8","MADRID - BRAVO MURILLO 3","[object Object]","28020","MADRID","Spain","Address","40.44816","-3.70376","28020","ES","C BRAVO MURILLO, 112 - MADRID"
"[ServiceTerritory]","0Hh670000004LAsCAM","BAF","MADRID - TOLEDO","[object Object]","28005","MADRID","Spain","Block","40.409265","-3.710116","28005","ES","C TOLEDO, 76 - MADRID"
"[ServiceTerritory]","0Hh670000004LP9CAM","926","ESPLUGUES DE LLOBREGAT","[object Object]","08950","ESPLUGUES DE LLOBREGAT","Spain","Address","41.37537","2.08617","08950","ES","C MOSSEN JACINT VERDAGUER, 1-3 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LQRCA2","959","TERRASSA - EGARA","[object Object]","08221","TERRASSA","Spain","Block","41.566441","2.006468","08221","ES","RBLA EGARA, 370 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LQSCA2","AE4","BARCELONA - PADILLA 1","[object Object]","08013","BARCELONA","Spain","Block","41.404903","2.178113","08013","ES","C PADILLA, 241 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LQTCA2","C41","PICASSENT","[object Object]","46220","PICASSENT","Spain","Address","39.36123","-0.46124","46220","ES","C CERVANTES, 16 - C. VALENCIANA"
"[ServiceTerritory]","0Hh670000004LEGCA2","B4C","LINARES - GUMERSINDO AZCARATE","[object Object]","23700","LINARES","Spain","Block","38.09718","-3.634908","23700","ES","CALLE GUMERSINDO AZCARATE, 14 LOCAL - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LTQCA2","081","ALCORCON - MAYOR","[object Object]","28921","ALCORCON","Spain","Address","40.34793","-3.82779","28921","ES","C MAYOR, 21 - MADRID"
"[ServiceTerritory]","0Hh670000004LTRCA2","204","LEGANES - CALLE JUAN MUÑOZ","[object Object]","28911","LEGANES","Spain","Address","40.32989","-3.76746","28911","ES","C CALLE JUAN MUÑOZ, 30 - MADRID"
"[ServiceTerritory]","0Hh670000004LodCAE","870","GIRONA - ANTONI M CLARET","[object Object]","17002","GIRONA","Spain","Address","41.98026","2.81964","17002","ES","C ANTONI MARIA CLARET, 9 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LAOCA2","BA1","PUERTO REAL","[object Object]","11510","PUERTO REAL","Spain","Street","36.53131","-6.18684","11510","ES","C DE LA PL, 164 - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LVgCAM","A25","ZARAUTZ","[object Object]","20800","ZARAUTZ","Spain","Block","43.286141","-2.177041","20800","ES","C NAGUSIA, 5 - PAIS VASCO"
"[ServiceTerritory]","0Hh670000004LVhCAM","A66","GUADIX","[object Object]","18500","GUADIX","Spain","Address","37.29965","-3.14392","18500","ES","CALLE MEDINA OLMOS, 52 - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LQMCA2","952","VIGO","[object Object]","36205","VIGO","Spain","Block","42.250129","-8.69543","36205","ES","PZA INDEPENDENCIA, 7 - GALICIA"
"[ServiceTerritory]","0Hh670000004LcICAU","8E5","SANT BOI","[object Object]","08830","SANT BOI LLOBREGAT","Spain","Block","41.340738","2.042505","08830","ES","C FRANCESC MACIÀ, 11-15 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LmNCAU","82C","HUESCA - COSO ALTO","[object Object]","22003","HUESCA","Spain","Address","42.13788","-0.40955","22003","ES","C COSO ALTO, 27 - ARAGON"
"[ServiceTerritory]","0Hh670000004LeOCAU","066","A CORUÑA – FRANCISCO MARIÑO","[object Object]","15004","A CORUÑA","Spain","Block","43.366743","-8.408308","15004","ES","C FRANCISCO MARIÑO, 14 - GALICIA"
"[ServiceTerritory]","0Hh670000004LNICA2","B1B","DONOSTIA-SAN SEBASTIAN - MADRID","[object Object]","20011","DONOSTIA/SAN SEBASTIAN","Spain","Address","43.30522","-1.97779","20011","ES","AV MADRID, 2 - PAIS VASCO"
"[ServiceTerritory]","0Hh670000004L5nCAE","ADC","ADRA","[object Object]","04770","ADRA","Spain","Block","36.749375","-3.012233","04770","ES","CTRA DE ALMERIA, 16 - ORTOPEDIA OLIVA - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LSrCAM","970","MOSTOLES - CONSTITUCIÓN 2","[object Object]","28931","MOSTOLES","Spain","Address","40.3248","-3.86278","28931","ES","AVDA CONSTITUCION, 28 - MADRID"
"[ServiceTerritory]","0Hh670000004LSsCAM","078","BADAJOZ","[object Object]","06004","BADAJOZ","Spain","Address","38.87333","-6.97263","06004","ES","PL CONSTITUCION, 2 - EXTREMADURA"
"[ServiceTerritory]","0Hh670000004LStCAM","234","MORATALAZ","[object Object]","28030","MADRID","Spain","Address","40.40765","-3.64644","28030","ES","AV. MORATALAZ, 181 - MADRID"
"[ServiceTerritory]","0Hh670000004LfMCAU","887","BENIDORM_OLD","[object Object]","03501","BENIDORM","Spain","Address","38.53876","-0.12949","03501","ES","C L'AIGUERA, 3 - C. VALENCIANA"
"[ServiceTerritory]","0Hh670000004LAxCAM","BCD","BARBATE","[object Object]","11160","BARBATE","Spain","Block","36.18864","-5.923558","11160","ES","C CERCO Y JARETA 16, - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LAyCAM","091","AVILA - PORTUGAL","[object Object]","05001","AVILA","Spain","Block","40.657532","-4.692477","05001","ES","AV PORTUGAL, 31 - CASTILLA Y LEON"
"[ServiceTerritory]","0Hh670000004LAzCAM","8C8","MALAGA - ALAMEDA DE COLON 2","[object Object]","03803","ALCOY/ALCOI","Spain","Address","38.69791","-0.48073","03803","ES","C ALAMEDA DE COLÓN, 16 - C. VALENCIANA"
"[ServiceTerritory]","0Hh670000004LMFCA2","99E","INCA","[object Object]","07300","INCA","Spain","Address","39.72022","2.90947","07300","ES","C JAUME ARMENGOL, 72 - ISLAS BALEARES"
"[ServiceTerritory]","0Hh670000004L55CAE","ABD","BOLLULLOS PAR DEL CONDADO","[object Object]","21710","BOLLULLOS PAR DEL CONDADO","Spain","Block","37.340283","-6.538646","21710","ES","AV CONSTITUCION, 43 (ANTERIORMENTE 37) - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004L5iCAE","ADB","PRADO DEL REY","[object Object]","11660","PRADO DEL REY","Spain","Address","36.78872","-5.55656","11660","ES","C TENIENTE PEÑALVER, 30 - OPTICA PRADOVISION - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004L6WCAU","A37","QUESADA","[object Object]","23480","QUESADA","Spain","Block","37.845225","-3.066969","23480","ES","PL DE LA CONSTITUCION, 13 - OPTICA AYALA - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LsQCAU","AE5","LLEIDA - PAERIA*","[object Object]","25007","LLEIDA","Spain","Block","41.614965","0.626721","25007","ES","PL PL PAERIA, 3 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LfqCAE","89C","CORNELLA DE LLOBREGAT - MIRANDA","[object Object]","08940","CORNELLA DE LLOBREGAT","Spain","Address","41.36002","2.07909","08940","ES","CL MIRANDA, 81 - ESQ. CL CRISTOBAL LLARGUES, 26 - BARCELONA - CATALUÑA"
"[ServiceTerritory]","0Hh670000004LgeCAE","C04","TINEO","[object Object]","33870","TINEO","Spain","Block","43.335889","-6.416336","33870","ES","AV GONZALEZ MAYO, 21 BAJOS - ASTURIAS"
"[ServiceTerritory]","0Hh670000004LUyCAM","231","LOGROÑO - LA PAZ","[object Object]","26004","LOGROÑO","Spain","Address","42.46455","-2.43576","26004","ES","AVDA LA PAZ, 58 LOCAL - LA RIOJA"
"[ServiceTerritory]","0Hh670000004LUzCAM","811","PAMPLONA/IRUÑA - DEL VINCULO","[object Object]","31002","PAMPLONA","Spain","Street","42.81417","-1.644745","31002","ES","PL DEL VINCULO, 21 BAJO 4 - NAVARRA"
"[ServiceTerritory]","0Hh670000004LkqCAE","80E","MALAGA - COMPAÑÍA 2","[object Object]","29005","MALAGA","Spain","Address","36.7214","-4.42354","29005","ES","C COMPAÑIA, 18 LOCAL - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LlACAU","822","TARRAGONA - CORSINI","[object Object]","43001","TARRAGONA","Spain","Address","41.11531","1.24976","43001","ES","PL CORSINI, 8 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LV0CAM","876","MATARO - CAMI RAL","[object Object]","08302","MATARO","Spain","Address","41.53672","2.44377","08302","ES","C CAMI RAL, 411 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LgPCAU","C11","ARENAS DE SAN PEDRO","[object Object]","05400","ARENAS DE SAN PEDRO","Spain","Address","40.21029","-5.08739","05400","ES","C TRISTE CONDESA, 42 - CASTILLA Y LEON"
"[ServiceTerritory]","0Hh670000004LIdCAM","191","JEREZ DE LOS CABALLEROS","[object Object]","06380","JEREZ DE LOS CABALLEROS","Spain","Block","38.320642","-6.770194","06380","ES","C VASCO NUÑEZ DE BALBOA,, 17 - EXTREMADURA"
"[ServiceTerritory]","0Hh670000004L6RCAU","C5A","PINEDA DE MAR","[object Object]","08397","PINEDA DE MAR","Spain","Address","41.62437","2.69036","08397","ES","C DR. BERTOMEU, 41 - FARMACIA VIVAS - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LIXCA2","B88","LLORET DE MAR","[object Object]","17310","LLORET DE MAR","Spain","Address","41.70076","2.84332","17310","ES","C OLIVA, 94 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LnuCAE","866","ALGECIRAS - GENERAL CASTAÑOS","[object Object]","11201","ALGECIRAS","Spain","Block","36.130276","-5.446942","11201","ES","C GENERAL CASTAÑOS, 5 LOCAL 3 - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004L7KCAU","C21","MONTEALEGRE DEL CASTILLO","[object Object]","02650","MONTEALEGRE DEL CASTILLO","Spain","Block","38.786179","-1.328208","02650","ES","AVDA. ALCALDE SINFORIANO MONTES, 66 - Optica Nova vision - CASTILLA LA MANCHA"
"[ServiceTerritory]","0Hh670000004LGlCAM","9ED","BERGARA","[object Object]","20570","BERGARA","Spain","Block","43.11699","-2.415548","20570","ES","C ZURRADERO, 10 BAJO - PAIS VASCO"
"[ServiceTerritory]","0Hh670000004LFOCA2","9D5","GALDAKAO","[object Object]","48960","GALDAKAO","Spain","Block","43.231043","-2.842722","48960","ES","C ZAMAKOA, 3 - PAIS VASCO"
"[ServiceTerritory]","0Hh670000004LHeCAM","9E6","VALENCIA - ARCHIDUQUE CARLOS 1","[object Object]","46018","VALENCIA","Spain","Block","39.463319","-0.396874","46018","ES","C ARCHIDUQUE CARLOS, 30 BAJO - C. VALENCIANA"
"[ServiceTerritory]","0Hh670000004LFPCA2","8DC","OLESA DE MONTSERRAT","[object Object]","08640","OLESA DE MONTSERRAT","Spain","Block","41.543721","1.89395","08640","ES","C JOSEP ANSELM CLAVE, 140 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LHfCAM","88D","BENETUSER","[object Object]","46910","BENETUSER","Spain","Zip","39.42293","-0.38984","46910","ES","CTRA NOU, 126 - C. VALENCIANA"
"[ServiceTerritory]","0Hh670000004LZxCAM","8DD","VILADECANS - DEL DOCTOR REIG 1","[object Object]","08840","VILADECANS","Spain","Block","41.316892","2.015768","08840","ES","C DOCTOR REIG, 16 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004L7ACAU","88A","VALENCIA - MANUEL CANDELA","[object Object]","46021","VALENCIA","Spain","Address","39.47055","-0.34945","46021","ES","CL MANUEL CANDELA, 53, BAJO - VALENCIA - MANUEL CANDELA - C. VALENCIANA"
"[ServiceTerritory]","0Hh670000004LG7CAM","B59","FUENGIROLA - JESUS SANTOS REIN","[object Object]","29640","FUENGIROLA","Spain","Address","36.544","-4.62255","29640","ES","AVDA JESUS SANTOS REIN, 19 - ANDALUCIA"
"[ServiceTerritory]","0Hh670000004LJkCAM","B95","TARRAGONA - ROMA","[object Object]","43005","TARRAGONA","Spain","Block","41.118723","1.244375","43005","ES","AVDA. ROMA, 3 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004L7eCAE","C13","NOVELDA","[object Object]","03660","NOVELDA","Spain","Address","38.38496","-0.76206","03660","ES","C CERVANTES, 23 - CLINICA NOVELDASALUD - C. VALENCIANA"
"[ServiceTerritory]","0Hh670000004LBbCAM","B41","V.E. TORTOSA","[object Object]","43500","TORTOSA","Spain","Block","40.806894","0.520412","43500","ES","AV GENERALITAT, 119 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LfCCAU","074","COLLADO VILLALBA","[object Object]","28400","COLLADO VILLALBA","Spain","Address","40.63113","-4.006","28400","ES","C BATALLA DE BAILÉN, 1 - MADRID"
"[ServiceTerritory]","0Hh670000004LTHCA2","874","BARCELONA - MARAGALL 1","[object Object]","08031","BARCELONA","Spain","Block","41.427901","2.164775","08031","ES","PS MARAGALL, 358 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LSuCAM","84F","VALLADOLID - FUENTE DORADA","[object Object]","47002","VALLADOLID","Spain","Block","41.652078","-4.725914","47002","ES","PL FUENTE DORADA, 8 - CASTILLA Y LEON"
"[ServiceTerritory]","0Hh670000004LJ1CAM","9F5","SESTAO","[object Object]","48910","SESTAO","Spain","Address","43.30868","-3.00633","48910","ES","PL CONDE BALMASEDA, 5 - PAIS VASCO"
"[ServiceTerritory]","0Hh670000004LD3CAM","9B9","VILAFRANCA DEL PENEDES - CORT","[object Object]","08720","VILAFRANCA DEL PENEDES","Spain","Block","41.346011","1.697627","08720","ES","C CORT, 28 - CATALUNYA"
"[ServiceTerritory]","0Hh670000004LdaCAE","A87","BENIMAMET","[object Object]","46035","BENIMAMET","Spain","Address","39.50261","-0.4196","46035","ES","C FELIPE VALLS, 48 BAJO - C. VALENCIANA"
"[ServiceTerritory]","0Hh670000004LK0CAM","AC3","ORDIZIA","[object Object]","20240","ORDIZIA","Spain","Zip","43.0542","-2.17812","20240","ES","C JM BARANDIARAN ENPARANTZA, S/N - PAIS VASCO"
